chunk_id,session_id,sequence_num,trans_dt,source_id,cur_chunk,cur_chunk_start,cur_chunk_end,ground_truth_label,ground_truth_label_num,ground_truth_label_c,major_trans_timestamp,first_sent_to_second_state
1520,5,411,2024-04-29 12:33:59.881035,2," can get the Ford Explorer for $329 a month for 24 months only at your local Ford stores.

",01:42:30.000569,01:42:40.000861,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1521,5,412,2024-04-29 12:33:59.893579,2,"

",01:42:40.000862,01:42:58.000452,COMMERCIAL,2,1,,
1522,5,413,2024-04-29 12:33:59.907555,2,"

Killer taste. Killer ",01:42:58.000453,01:43:00.000110,COMMERCIAL,2,1,,
1523,5,414,2024-04-29 12:33:59.918570,2," nutrition. Always organic. Dave's Killer Bread. Bread amplified.

You know, Optimum Fiber Internet gives you speeds up to eight 8 Gig.

Wow, that's fast.

The fastest in the New York tri-state. And combined internet with Optimum Mobile starting at $45 ",01:43:00.000111,01:43:15.000359,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1524,5,415,2024-04-29 12:33:59.928592,2," a month.

Nice.

That's the GOAT.

The GOAT.

Optimum Complete saves you nearly $1,000 a year over Verizon.

It's the GOAT.

Yeah.

I'm flattered, but there's so many other...

They're talking about the GOAT. Our greatest offer of all time.

",01:43:15.000360,01:43:30.000110,COMMERCIAL,2,1,,
1525,5,416,2024-04-29 12:33:59.941555,2," That makes more sense.

Switch to Optimum Complete, starting at $45 a month.

There are trucks and then there's the GMC Sierra. Available with the connected driving experience. And the world's ",01:43:30.000111,01:43:45.000682,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1526,5,417,2024-04-29 12:33:59.956554,2," first six-function MultiPro Tailgate. GMC Sierra. It's the truck. Or get $6,000 purchase allowance when you trade in an eligible vehicle. That's 10% below MSRP ",01:43:45.000683,01:44:00.000315,COMMERCIAL,2,1,,
1527,5,418,2024-04-29 12:33:59.965903,2," on select 2024 GMC Sierra models. We are professional grade. GMC.

This is for the community.

This is for my papa.

Griffin Gonzalez.

",01:44:00.000316,01:44:15.000668,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1528,5,419,2024-04-29 12:33:59.980939,2," To the nation that's always in my heart. And for everyone who will come next.

Who are you?

I'm no one.

Do not lie to me or this will not end well for you.

I'm no one.

",01:44:15.000669,01:44:30.000506,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1529,5,420,2024-04-29 12:33:59.993441,2," Stop lying.

I'm just a cleaning lady.

""The Cleaning Lady,"" premieres Tuesday March 5th on FOX.

Today's Wild Card coverage is brought to you by Verizon. Switch to Verizon home internet. Plans start at $35 per month and now come with a five-year ",01:44:30.000507,01:44:45.000237,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1530,5,421,2024-04-29 12:34:00.003440,2," price guarantee. Only on Verizon.

It is the playoffs here in Arlington, the Wild Card ground. Touchdown Green Bay on the opening drive. And Jones up the guts, ",01:44:45.000238,01:45:00.000087,COMMERCIAL-TO-SPORTS_BROADCASTING,4,1,01:44:47.000000,2
1531,5,422,2024-04-29 12:34:00.020441,2," surging forward, he's in. Caught for the touchdown, Dontayvion Wicks.

Dallas finds themselves that it's the worst case situation you can have here.

Today's GameFlo presented by Progressive as we welcome you ",01:45:00.000088,01:45:15.000286,SPORTS_BROADCASTING,0,0,,
1532,5,423,2024-04-29 12:34:00.031436,2," back to Super Wild Card Weekend presented by Verizon with Green Bay 27-7 lead over the Cowboys. We start this third quarter, Dallas will get the ball. Greg Olson. I'm Kevin Burkhardt. And so, now the question is how does Dallas get back in the game? They did the first part, they got ",01:45:15.000287,01:45:30.000288,SPORTS_BROADCASTING,0,0,,
1533,5,424,2024-04-29 12:34:00.043435,2," some breaks. They got a big penalty call, they got the clock stopping, but they got the touchdown and they get the ball here.

Yeah, I think they got to pick up right where they left off there before the half. I think for the rest of this second half, they're almost in a modified two-minute type. Expect them to continue to have a little tempo, ",01:45:30.000289,01:45:45.000620,SPORTS_BROADCASTING,0,0,,
1534,5,425,2024-04-29 12:34:00.053452,2," continue to throw the ball early. They've got to score, obviously, multiple times and maximize possessions and extend this game as long as they can. And really, the reality is they gotta get some stops on defense.

Yeah, a lot of drama going on, obviously, downstairs ",01:45:45.000621,01:46:00.000482,SPORTS_BROADCASTING,0,0,,
1535,5,426,2024-04-29 12:34:00.066434,2," as we go to Erin Andrews.

Well, I just spoke with Mike McCarthy, guys, and he said his biggest complaint with his offense there in the first half was, ""We didn't have any rhythm, also with the turnovers."" And he said exactly what Greg did right there, ""We just have to maximize every single possession ",01:46:00.000483,01:46:15.000073,SPORTS_BROADCASTING,0,0,,
1536,5,427,2024-04-29 12:34:00.081448,2," we get now."" I did ask Coach McCarthy about the shots we have of CeeDee Lamb and, you know, the interactions between him and Dak Prescott. He said, ""Look, we're simply just talking coverage and what kind of adjustments need to be made.""

Well, they need to figure something out because, obviously, CeeDee Lamb who led ",01:46:15.000074,01:46:30.000013,SPORTS_BROADCASTING,0,0,,
1537,5,428,2024-04-29 12:34:00.097959,2," the NFL with receptions has two on seven targets. And those two, Dak Prescott and CeeDee were always just perfectly in sync. Today, not the case, but they've got to have to get back in it and change that and they, as we said, will get the ball ",01:46:30.000014,01:46:45.000832,SPORTS_BROADCASTING,0,0,,
1538,5,429,2024-04-29 12:34:00.110955,2," to start this third quarter.

Turpin from the one. With a seam, ",01:46:45.000833,01:47:00.000059,SPORTS_BROADCASTING,0,0,,
1539,5,430,2024-04-29 12:34:00.120958,2," and gets out to the 25 as he go downstairs to Tom.

Well, Kevin, Matt Lafleur very fired up on his way in at halftime because he believed the false start should have been called on that Dallas touchdown at the end of the first half. That said, really pleased with the overall execution ",01:47:00.000060,01:47:15.000061,SPORTS_BROADCASTING,0,0,,
1540,5,431,2024-04-29 12:34:00.132955,2," offensively and defensively, pointed to the Savage pick six as a huge play in the game. Message coming out here for the second half, one plane mindset. It's 0-0, keep both feet down on the pedal, and let's close this.

Yeah, this defense has played really well but now Prescott ",01:47:15.000062,01:47:30.000639,SPORTS_BROADCASTING,0,0,,
1541,5,432,2024-04-29 12:34:00.146962,2," is trying to change that. There is CeeDee Lamb. It's a good start for them and a first down.

Yeah, a really nice route. Two deep zone coverage. He's just working there against McDuffie, the linebacker, a little jerk route. Looks like ",01:47:30.000640,01:47:45.000349,SPORTS_BROADCASTING,0,0,,
1542,5,433,2024-04-29 12:34:00.158981,2," he's gonna pivot back out, he ends up crossing his face on the underneath drag and gets Dallas into a little bit of rhythm.

",01:47:45.000350,01:48:05.000254,SPORTS_BROADCASTING,0,0,,
1543,5,434,2024-04-29 12:34:00.169981,2," False, right? Usually, false and true. False left, true right.

There's Pollard with some room on the left and Tony Pollard flips over at about ",01:48:05.000255,01:48:15.000067,SPORTS_BROADCASTING,0,0,,
1544,5,435,2024-04-29 12:34:00.179979,2," the 43-yard line and a good run on first down. We'll just remind the viewers that a year ago today, the Jaguars had a 27-7 lead...or excuse me, the Chargers had a 27-7 lead over the Jaguars and they, of course, came back to win that game. So, long way to go is all I'm ",01:48:15.000068,01:48:30.000538,SPORTS_BROADCASTING,0,0,,
1545,5,436,2024-04-29 12:34:00.194518,2," telling you at home.

So, you're telling them there's a chance?

Anytime you can get the ""Dumb and Dumber"" reference in the broadcast.

",01:48:30.000539,01:48:45.000929,SPORTS_BROADCASTING,0,0,,
1546,5,437,2024-04-29 12:34:00.205521,2," Second down. Pollard again. Started up the middle, not much there, but given the yard. They're gonna bring up third down and short. Well, Dak Prescott ",01:48:45.000930,01:49:00.000173,SPORTS_BROADCASTING,0,0,,
1547,5,438,2024-04-29 12:34:00.215518,2," in that first half didn't eclipse 100 yards. He's at 100 now after that completion to Lamb.

See, CeeDee Lamb, he start in the backfield and use that motion to try ",01:49:00.000174,01:49:15.000248,SPORTS_BROADCASTING,0,0,,
1548,5,439,2024-04-29 12:34:00.225517,2," to undress the defense. It's gonna be zone.

Prescott, moving around, looking to run himself, but down and he's not gonna get there. Kenny Clark, but we get a penalty.

",01:49:15.000249,01:49:30.000470,SPORTS_BROADCASTING,0,0,,
1549,5,440,2024-04-29 12:34:00.236520,2," They're gonna get Kenny Clark here for a personal foul.

Personal foul, facemask. Defense number 97. ",01:49:30.000471,01:49:45.000418,SPORTS_BROADCASTING,0,0,,
1550,5,441,2024-04-29 12:34:00.249537,2," Fifteen yard penalty.

Oh, it's there, yeah.

Yeah, you see that left hand.

What's crazy is he made the play before. Like, he didn't need to do that.

No, sometimes those penalties just happened in the heat of the moment, ",01:49:45.000419,01:50:00.000089,SPORTS_BROADCASTING,0,0,,
1551,5,442,2024-04-29 12:34:00.260536,2," your hand gets caught in the facemask. But listen, it's the right call. Whether intended or not, it's the right call.

Yeah, Matt Lafleur doesn't love it but that was clear as day and that gives the Cowboys some life because ",01:50:00.000090,01:50:15.000205,SPORTS_BROADCASTING,0,0,,
1552,5,443,2024-04-29 12:34:00.270533,2," Prescott was stopped. With a fake, pressure, and incompletes. He came free and just try to loft it to Jake Ferguson but throws it a little bit too high, and ",01:50:15.000206,01:50:30.000020,SPORTS_BROADCASTING,0,0,,
1553,5,444,2024-04-29 12:34:00.283541,2," it's second down.

Yeah, they had that setup. They had the numbers, they were able to get Zack Martin and Terrence Steele, the right guard and the right tackle. There was only two defenders out there. They did a nice job. You'll see, they get to one, ",01:50:30.000021,01:50:45.000726,SPORTS_BROADCASTING,0,0,,
1554,5,445,2024-04-29 12:34:00.294061,2," he gets to the second. If they are able to hit that, he's got a shot for some some open field running, which is probably the best thing Jake Ferguson does. He's very good with the ball in his hands as a runner.

Second down, Prescott in the middle, ",01:50:45.000727,01:51:00.000448,SPORTS_BROADCASTING,0,0,,
1555,5,446,2024-04-29 12:34:00.309047,2," get it to Lamb again, who was hit right away and Lamb gets down to about the 35. It will be a gain of five and a 3rd and 5 coming up. At least a little bit of a connection on this drive with those two and now they try to keep the tempo and no huddle thing going.

",01:51:00.000449,01:51:19.000496,SPORTS_BROADCASTING,0,0,,
1556,5,447,2024-04-29 12:34:00.319061,2," And so, now they're gonna hold it. Dallas sub. You see the official, he's standing behind the center. Now in Green Bay to match personnel off the sideline.

",01:51:19.000497,01:51:38.000914,SPORTS_BROADCASTING,0,0,,
1557,5,448,2024-04-29 12:34:00.329044,2," Blitz coming. Prescott, sees it, a low throw to Lamb. Good play, he's got a first down. ",01:51:38.000915,01:51:45.000715,SPORTS_BROADCASTING,0,0,,
1558,5,449,2024-04-29 12:34:00.338049,2," Oh, what a cut by CeeDee Lamb to save it and keep the drive going.

I think his hand might have gotten hit. See, Dak, his fingertips kind of make contact there, that's why that ball ",01:51:45.000716,01:52:00.000306,SPORTS_BROADCASTING,0,0,,
1559,5,450,2024-04-29 12:34:00.347061,2," was short. A big time catch by CeeDee Lamb, picking it up off the turf. He's able to spin around and he's able to pick up that first down with yards after the catch, really nice play there bailing out the low throw.

Draw to Pollard, ",01:52:00.000307,01:52:15.000369,SPORTS_BROADCASTING,0,0,,
1560,5,451,2024-04-29 12:34:00.357060,2," with a big seam up the middle, Quay Walker comes against him but Pollard with a solid run on first down. They're gonna pick up nearly seven.

And you go back, take a look, you see on his follow through, ",01:52:15.000370,01:52:30.000857,SPORTS_BROADCASTING,0,0,,
1561,5,452,2024-04-29 12:34:00.366072,2," that's scary for a quarterback. I mean, think of what happened last week with Jalen Hurts, kind of a similar deal. They follow through, they hit helmets, they hit the opposing team's hands. Thankfully, Dak is fine and CeeDee Lamb made a great catch.

",01:52:30.000858,01:52:45.000677,SPORTS_BROADCASTING,0,0,,
1562,5,453,2024-04-29 12:34:00.375063,2," Prescott rolling out and fires one to Lamb who's got another catch and another first downs. So, all of the sudden, those two getting in sync. Remember, CeeDee Lamb has the best season single season in Cowboys history, Greg. So, now you're starting to see it.

Yeah, just a really easy ",01:52:45.000678,01:53:00.000299,SPORTS_BROADCASTING,0,0,,
1563,5,454,2024-04-29 12:34:00.385100,2," play design. Use Brandin Cooks on the short motion to get the matchup with CeeDee Lamb on the outside and just a simple little sprint out towards the boundary. And again, a lot of these catches coming on first and second down. If you find yourself ",01:53:00.000300,01:53:15.000230,SPORTS_BROADCASTING,0,0,,
1564,5,455,2024-04-29 12:34:00.395616,2," down 20, you gotta expect that to continue here in the rest of the half.

Tenth play of the drive. Prescott, didn't like what he saw. Was that something he didn't like or was that ",01:53:15.000231,01:53:30.000168,SPORTS_BROADCASTING,0,0,,
1565,5,456,2024-04-29 12:34:00.404602,2," a design play?

I don't think Dallas knew who was running the bubble. It looked like Brandin Cooks and Tony Pollard both were looking back for the ball. You can see Cooks, he's going in motion. But take a look, see, they're both looking at ",01:53:30.000169,01:53:45.000078,SPORTS_BROADCASTING,0,0,,
1566,5,457,2024-04-29 12:34:00.414599,2," Dak Prescott, so one of them supposed to block. I assume Cooks is gonna block because he's the leader...you know, he's in the lead with that motion and the ball should be thrown to Tony Pollard.

It's another game. Prescott on the fake. Nothing there. ",01:53:45.000079,01:54:00.000530,SPORTS_BROADCASTING,0,0,,
1567,5,458,2024-04-29 12:34:00.424601,2," Pressure from Rashan Gary, he shovels it away, and that was dangerous. Oh, that could have been another interception. Quay Walker was close to it, and now third down and 10.

In the first half, this Green Bay defense, we talked about ",01:54:00.000531,01:54:15.000467,SPORTS_BROADCASTING,0,0,,
1568,5,459,2024-04-29 12:34:00.434707,2," how important their pass rush would be and the games they've been at their best, their ability to control the game up front. Not a ton of pressures. I give a lot of credit to this Dallas offensive line. They've got one of the best units in the league, especially in pass protection. ",01:54:15.000468,01:54:31.000907,SPORTS_BROADCASTING,0,0,,
1569,5,460,2024-04-29 12:34:00.444627,2," At that time, Gary, the longer Dak held that ball, Gary was able to chase him down and you're right, that shovel almost turned into another pick.

Third down and 10. Four-man rush. ",01:54:31.000908,01:54:45.000749,SPORTS_BROADCASTING,0,0,,
1570,5,461,2024-04-29 12:34:00.457650,2," Prescott, and batted down at the line of scrimmage. I think it was Preston Smith who got his hand on, and now 4th and 10 and here comes the field goal team.

Red zone stops, critical for this Green Bay ",01:54:45.000750,01:55:00.000345,SPORTS_BROADCASTING,0,0,,
1571,5,462,2024-04-29 12:34:00.467620,2," defense. Yeah, you'll see the big left arm of Preston Smith. He usually an edge rusher, did a little stunt that got him on to the left guard, Tyler Smith. And throwing the ball between the tackles with the length of Preston Smith, it's hard to get the ball over those long arms ",01:55:00.000346,01:55:15.000520,SPORTS_BROADCASTING,0,0,,
1572,5,463,2024-04-29 12:34:00.477625,2," and good stop here by this Green Bay defense at the start of the half.

So, now here's Brandon Aubrey from 34 yards out. And the kick is up and good. So, the Cowboys seven before the half, three after it. ",01:55:15.000521,01:55:30.000347,SPORTS_BROADCASTING,0,0,,
1573,5,464,2024-04-29 12:34:00.486610,2," Cut the deficit to 17 here in the third quarter.

You said you didn't want to watch the game with them.

No, I didn't, sweetie. Girl, I never said that.

Should we check the replay?

Honey, we do not need to...

This ""What Really Happened Replay"" is brought to you by Progressive. ",01:55:30.000348,01:55:45.000544,SPORTS_BROADCASTING-TO-COMMERCIAL,1,1,01:55:35.000000,2
1574,5,465,2024-04-29 12:34:00.496154,2," One thing no one would challenge, saving money when you bundle home and auto with Progressive.

I said that.

Trust me on this. Lay's taste like winning the Superbowl, bro.

Nah.

No, here, grab one.

All I do is win, win, win
No matter what.

",01:55:45.000545,01:56:00.000758,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1575,5,466,2024-04-29 12:34:00.506247,2," We're champions again.

Two-time champion.

No, I'm a five-time champ.

I think I'm ready for this

Heck, yeah. With ETrade, you're ready for anything. Marriage, kids, college.

Kids moving back in after college. ",01:56:00.000759,01:56:15.000088,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1576,5,467,2024-04-29 12:34:00.515153,2," Kids are getting financially ready for anything.

And here's to being single and ready to mingle. Who's ready to cha-cha?

Hey you
Carry on together

",01:56:15.000089,01:56:30.000127,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1577,5,468,2024-04-29 12:34:00.528151,2," Hey you, oh, hey you

New Balance. We got now.

KFC's 2 for $5 wraps now has five flavors. There's classic, spicy slaw, new honey barbecue, new mac and cheese, and new spicy mac and cheese. ",01:56:30.000128,01:56:45.000707,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1578,5,469,2024-04-29 12:34:00.541134,2," The choice is yours. Plus, add a free wrap in the KFC app. It's finger lickin' good.

His name is King .
He had a horse,
along the countryside ",01:56:45.000708,01:57:00.000561,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1579,5,470,2024-04-29 12:34:00.556141,2," I saw him ride.

One day they found him

Life doesn't stop for a cold.

Honey.

Honey.

DayQuil SEVERE Honey. Powerful cold and flu symptom relief with a honey-licious taste. ",01:57:00.000562,01:57:15.000738,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1580,5,471,2024-04-29 12:34:00.566151,2," DayQuil Honey, the honey-licious daytime, coughing, aching, stuffy head, fever, power through your day medicine.

There are trucks and then there's the truck. GMC Sierra. Available with the V8 engine. The Super Cruise ",01:57:15.000739,01:57:30.000358,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1581,5,472,2024-04-29 12:34:00.576167,2," hands-free driving experience. And, of course, the world's first six-function MultiPro Tailgate. GMC Sierra. ",01:57:30.000359,01:57:45.000566,COMMERCIAL,2,1,,
1582,5,473,2024-04-29 12:34:00.589160,2," Not just any truck. The truck.

KB, let's go take a look at the last play before the half, the touchdown to Ferguson. You heard Tom mentioned that Matt Lafleur was fired up at halftime. ",01:57:45.000567,01:58:00.000386,COMMERCIAL-TO-SPORTS_BROADCASTING,4,1,01:57:50.000000,3
1583,5,474,2024-04-29 12:34:00.601705,2," You see Tyler Smith there, the left guard. He clearly flinches. That's what Matt Lafleur was telling the officials. So, Dallas gets a little bit of a break. You have to wonder if it was 3rd and goal from the sixth, what decision then would Mike McCarthy...probably still would have went ",01:58:00.000387,01:58:15.000156,SPORTS_BROADCASTING,0,0,,
1584,5,475,2024-04-29 12:34:00.614714,2," for it. But since then now, they've scored 10 unanswered. They've controlled that last and first possession before and after halftime. So, mission accomplished there. Now, all eyes are on this defense. Dan Quinn's got to make some adjustments. They've gotta get some stops.

Yeah, gotten somewhat ",01:58:15.000157,01:58:30.000587,SPORTS_BROADCASTING,0,0,,
1585,5,476,2024-04-29 12:34:00.631720,2," back into the game. But obviously, still down 17 and that's where we'll see Jordan Love and this offense again. And Love has really been sensational. You know, he's had not a ton of pressure, but he's had three pressures and he's three for three on ",01:58:30.000588,01:58:45.000131,SPORTS_BROADCASTING,0,0,,
1586,5,477,2024-04-29 12:34:00.644709,2," those pressures. And he's had throws from his back foot, he's had sidearm throws, he's had touch throws, 13 to 16, 185 yards, and a touchdown in his first playoff debut. Is that good?

Yeah, I'd say it's pretty good.

Okay.

And I'd say that's been the case over the last 8 to 10 weeks ",01:58:45.000132,01:59:00.000044,SPORTS_BROADCASTING,0,0,,
1587,5,478,2024-04-29 12:34:00.658703,2," of the regular season. His efficiency, his accuracy, both on short and long throws has been as good as anybody in the league.

Here's Aaron Jones looking to sprint to the outside, gets a block from Kraft. ",01:59:00.000045,01:59:15.000742,SPORTS_BROADCASTING,0,0,,
1588,5,479,2024-04-29 12:34:00.672709,2," It's a good run on first down. This young Packers team, right? It is amazing what they've been able to do. Obviously, Aaron Jones is the veteran and he's the exception to the rule and there are a couple of them, obviously. ",01:59:15.000743,01:59:32.000650,SPORTS_BROADCASTING,0,0,,
1589,5,480,2024-04-29 12:34:00.682754,2," But Jayden Reed who came in, you know, is their leading receiver, it shows you how deep they are, he didn't ever have a catch today.

Yeah, and people thought the Green Bay Packers were crazy going into this season didn't sign a veteran tight end, didn't add ",01:59:32.000651,01:59:45.000199,SPORTS_BROADCASTING,0,0,,
1590,5,481,2024-04-29 12:34:00.692304,2," a veteran wide receiver, all first and second-year guys. And as the year went on, they just continued to improve and we gotta give Matt Lafleur and his staff a lot of credit.

Second and 3. Here is Jones, gets to the outside, good blocking, and Aaron Jones on ",01:59:45.000200,02:00:00.000030,SPORTS_BROADCASTING,0,0,,
1591,5,482,2024-04-29 12:34:00.702317,2," the first down. When we're talking about these first and second-year players, right? And you look at the class of 2023, the yearbook. Look at all of these players and they're all major contributors to this offense. I mean, it's been amazing. They've all had their ",02:00:00.000031,02:00:15.000695,SPORTS_BROADCASTING,0,0,,
1592,5,483,2024-04-29 12:34:00.713300,2," contributions. And then this, you're talking to the Super Bowl era, the most...and a lot of these aren't even close. No one has been close to this production. Really, Aaron Jones and AJ Dillon is hurt today but that's it. It's a bunch of guys ",02:00:15.000696,02:00:30.000835,SPORTS_BROADCASTING,0,0,,
1593,5,484,2024-04-29 12:34:00.727302,2," getting their first experience right now. And they're delivering. First and 10 Green Bay. Oh, a little miscommunication there but Love just throwing it, he's got a man wide open. It's Doubs, comes back again, and Romeo Doubs ",02:00:30.000836,02:00:45.000410,SPORTS_BROADCASTING,0,0,,
1594,5,485,2024-04-29 12:34:00.744317,2," racing up the sideline, he's down inside the 20. Even a broken play works for Green Bay as Doubs with a big gainer. He's got 46.

Yeah, Aaron Jones, he's going to try to help in the backfield and then he runs into ",02:00:45.000411,02:01:00.000495,SPORTS_BROADCASTING,0,0,,
1595,5,486,2024-04-29 12:34:00.757303,2," Jordan Love. You see, Micah Parsons, he gets the late hit there on Love. But watch this route. Again, it's the same route we saw him run earlier. He sails the over route, turns it into a sail, and he just wins there on Stephon Gilmore ",02:01:00.000496,02:01:15.000132,SPORTS_BROADCASTING,0,0,,
1596,5,487,2024-04-29 12:34:00.767321,2," man-to-man. They've had no answer for Romeo Doubs.

Five catches, 148 yards, for Doubs. Yeah, and now Green Bay in business again.

And how many throws have we seen where Jordan Love is on his back foot getting hit and still delivers?

A lot of abuse. Jones, ",02:01:15.000133,02:01:30.000239,SPORTS_BROADCASTING,0,0,,
1597,5,488,2024-04-29 12:34:00.781345,2," get caught. Aaron Jones, down inside the 10, and he's gotten nearly 9 more. It doesn't matter how many feet Jordan Love throws off.

It's unbelievable. And, I mean, look, his feet are off the ground. Who does that look like? ",02:01:30.000240,02:01:45.000345,SPORTS_BROADCASTING,0,0,,
1598,5,489,2024-04-29 12:34:00.790862,2," We've seen a guy played in that Packers uniform that was able to throw the ball with both feet off the ground. Tight ends blocking Micah Parsons, we've seen...that's not typically a good strategy, but he had a fraction of a second, ",02:01:45.000346,02:02:00.000089,SPORTS_BROADCASTING,0,0,,
1599,5,490,2024-04-29 12:34:00.802884,2," enough to give Romeo Doubs a chance and hang in there and take that big hit.

Jones again, running left, running up the middle, and running in ",02:02:00.000090,02:02:15.000423,SPORTS_BROADCASTING,0,0,,
1600,5,491,2024-04-29 12:34:00.811883,2," for a touchdown. The third today for Aaron Jones.

Yeah, just watch the second-level defenders, KB, just ",02:02:15.000424,02:02:30.000111,SPORTS_BROADCASTING,0,0,,
1601,5,492,2024-04-29 12:34:00.822982,2," overcommit to the initial path and then it just allows Aaron Jones to just cut it back, so he's gonna start and ride this wave. Watch everyone play frontside he falls back and there's nobody left. Damone Clark's playing for the bootleg. Everyone else ",02:02:30.000112,02:02:45.000087,SPORTS_BROADCASTING,0,0,,
1602,5,493,2024-04-29 12:34:00.834878,2," pursues front side. There's nobody at the point of attack.

And now Carlson, the extra point up, and good. What an answer by Green Bay. They say, ""Okay, Dallas, you want to come back? Well, take that."" Aaron Jones ",02:02:45.000088,02:03:00.000605,SPORTS_BROADCASTING,0,0,,
1603,5,494,2024-04-29 12:34:00.847875,2," and his ownership of the Cowboys continues. He's got three touchdowns today and Green Bay extends it to 34-10.

Everything we build is from the ground up. ",02:03:00.000606,02:03:15.000298,SPORTS_BROADCASTING-TO-COMMERCIAL,1,1,02:03:11.000000,3
1604,5,495,2024-04-29 12:34:00.858873,2, Every great idea. Every crazy idea. Every next idea. Every truck and everything in it. Everything you hear. Everything you see. Everything you feel when you drive it. ,02:03:15.000299,02:03:30.000440,COMMERCIAL,2,1,,
1605,5,496,2024-04-29 12:34:00.869974,2," We put everything we have into our trucks, so you get everything out of them.

We're Ram. Trucks are what we do.

When my doctor gave me Breztri for my COPD, things changed ",02:03:30.000441,02:03:45.000412,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1606,5,497,2024-04-29 12:34:00.882014,2," for me. Breztri gave me better breathing, symptom improvement, and reduced flare-ups.

Breztri won't replace a rescue inhaler for sudden breathing problems. It is not for asthma. Tell your doctor if you have a heart condition or high blood pressure before taking it. Don't take Breztri more than prescribed. Breztri may increase your risk ",02:03:45.000413,02:04:00.000354,COMMERCIAL,2,1,,
1607,5,498,2024-04-29 12:34:00.891627,2," of thrush, pneumonia, and osteoporosis. Call your doctor if worsened breathing, chest pain, mouth or tongue swelling, problems urinating, vision changes, or eye pain occur.

Ask your doctor about Breztri.

The client moves the meeting.

To today.

",02:04:00.000355,02:04:15.000242,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1608,5,499,2024-04-29 12:34:00.900639,2," It's a meeting. A big meeting. And we've got no time to spare. We should probably have a meeting about having a meeting to make sure we're all prepared.

Or we could just huddle in Slack.

We need seven new assistants to go through six weeks ",02:04:15.000243,02:04:30.000231,COMMERCIAL,2,1,,
1609,5,500,2024-04-29 12:34:00.909639,2," of comms.

Or Slack can summarize it like this.

I need these. And those. And them. And that. I need, I need Slack.

It's out phone bill. We pay ",02:04:30.000232,02:04:45.000215,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1610,5,501,2024-04-29 12:34:00.918655,2," for things that we don't need.

That's a bit dramatic.

We must tighten our belts.

A better plan to save is Verizon.

That's right. Plan started at $25 per line guaranteed for three years. Only on Verizon.

",02:04:45.000216,02:05:01.000033,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1611,5,502,2024-04-29 12:34:00.933655,2," Discover hand-selected hotels around the world. Find the detail that moves you with Chase Sapphire Reserve. Make more of what's yours.

You'll never guess what we're doing to the Baconator. We're putting it...

A Pretzel bun ",02:05:01.000034,02:05:15.000864,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1612,5,503,2024-04-29 12:34:00.947748,2," on the Baconator. Catherine, you're seeing this?

Posters everywhere.

What?

The Baconator you love with a new pretzel twist. Choose wisely. Choose Wendy's new Pretzel Baconator.

Welcome back to Super Wild Card Weekend presented by Verizon. ",02:05:15.000865,02:05:30.000868,COMMERCIAL-TO-SPORTS_BROADCASTING,4,1,02:05:26.000000,8
1613,5,504,2024-04-29 12:34:00.959636,2," And the Green Bay Packers have been more than super today. Aaron Jones, seven career postseason rushing touchdown, most in team history. He's got three today, which also ties a single game record. Ryan Grant ",02:05:30.000869,02:05:45.000139,SPORTS_BROADCASTING,0,0,,
1614,5,505,2024-04-29 12:34:00.968649,2, held that. Everything going right for the Packers and they are just playing great. Here's Turpin now. And make a little seam. Penalty flag flies as he got across the 30. ,02:05:45.000140,02:06:00.000877,SPORTS_BROADCASTING,0,0,,
1615,5,506,2024-04-29 12:34:00.985143,2," And I think this is going to be a holding on Dallas. Greg, you think about while we talked about the setup, Cowboys trying to claw their way back, they get the touchdown at the end of the half, they get a couple of breaks, they get...

Return holding by the return team, number 18. The penalty is 10 yards ",02:06:00.000878,02:06:15.000257,SPORTS_BROADCASTING,0,0,,
1616,5,507,2024-04-29 12:34:00.997720,2," from the spot of the foul. Dallas's ball, 1st and 10.

That's the penalty on the holding on Tolbert right there. Okay, so they get the touchdown, they got a nice drive, you get a feel that they at least get back in the game. And then Green Bay takes five plays to go right down the field and say, ""No, you're not.""

",02:06:15.000258,02:06:30.000614,SPORTS_BROADCASTING,0,0,,
