block_id,session_id,sequence_num,trans_dt,source_id,cur_chunk,cur_chunk_start,cur_chunk_end,ground_truth_label,ground_truth_label_num,ground_truth_label_c,chunk_id,chunk_overlap_ind
4479,5,921,2024-04-29 12:36:05.422267,2,"But he's a man in high regard around the league and he's at the top of a lot of people's list, but his defense right now needs to kind of come to the rescue and get a three-and-out here and allow their offense to get back on the field presumably in a short field.",01:03:30.000207,01:03:49.000636,SPORTS_BROADCASTING,0,0,1364,Y
4480,5,922,2024-04-29 12:36:05.515577,2, Second down.,01:03:49.000637,01:04:00.000286,SPORTS_BROADCASTING,0,0,1365,N
4481,5,923,2024-04-29 12:36:05.539889,2,"Love flicks forward, Watson making his first catch of today out across the 15-yard line and it's gonna be really close to a first down.",01:03:49.000637,01:04:00.000286,SPORTS_BROADCASTING,0,0,1365,N
4482,5,924,2024-04-29 12:36:05.561905,2,I think just a little bit short.,01:03:49.000637,01:04:00.000286,SPORTS_BROADCASTING,0,0,1365,N
4483,5,925,2024-04-29 12:36:05.623021,2," So, Christian Watson who has been out for such a long time the last five games, eight games total with a hamstring issue as Tom told you about, testing that out before, back in there today, and he is their absolute home run threat.",01:04:00.000287,01:04:15.000182,SPORTS_BROADCASTING,0,0,1366,N
4484,5,926,2024-04-29 12:36:05.678644,2,And I think they've done a good job kind of easing him into the game.,01:04:15.000183,01:04:30.000269,SPORTS_BROADCASTING,0,0,1367,Y
4485,5,927,2024-04-29 12:36:05.696751,2,"You mentioned it during the break, it seems like he gets a play or two, then he comes off.",01:04:15.000183,01:04:30.000269,SPORTS_BROADCASTING,0,0,1367,N
4486,5,928,2024-04-29 12:36:05.778285,2,"They're gonna pick their spots but you said it, he's their home run, take the top off the defense, and his speed adds a different element to this Green Bay offense.",01:04:30.000270,01:04:45.000123,SPORTS_BROADCASTING,0,0,1368,Y
4487,5,929,2024-04-29 12:36:05.800039,2,Third down and 1.,01:04:30.000270,01:04:45.000123,SPORTS_BROADCASTING,0,0,1368,N
4488,5,930,2024-04-29 12:36:05.825891,2,Play to the fifth.,01:04:30.000270,01:04:45.000123,SPORTS_BROADCASTING,0,0,1368,N
4489,5,931,2024-04-29 12:36:05.852816,2,"Love, being chased, loads up and fires and he's got a completion.",01:04:30.000270,01:04:45.000123,SPORTS_BROADCASTING,0,0,1368,N
4490,5,932,2024-04-29 12:36:05.944241,2,"Tucker Kraft, the tight end, with a solid grab and it's a first down.",01:04:45.000124,01:05:00.000174,SPORTS_BROADCASTING,0,0,1369,Y
4491,5,933,2024-04-29 12:36:05.968622,2,"Yeah, I love the play call.",01:04:45.000124,01:05:00.000174,SPORTS_BROADCASTING,0,0,1369,N
4492,5,934,2024-04-29 12:36:05.991756,2,"Again, under center, looks like run.",01:04:45.000124,01:05:00.000174,SPORTS_BROADCASTING,0,0,1369,N
4493,5,935,2024-04-29 12:36:06.014356,2,Look at the action of the linebackers.,01:04:45.000124,01:05:00.000174,SPORTS_BROADCASTING,0,0,1369,N
4494,5,936,2024-04-29 12:36:06.036624,2,"Now, everybody's in chase mode and great throw and catch, Tucker Kraft.",01:04:45.000124,01:05:00.000174,SPORTS_BROADCASTING,0,0,1369,N
4495,5,937,2024-04-29 12:36:06.127017,2,"What Matt Lafleur tell us, he said, ""I'm not sure if I've ever had a rookie make more growth during the course of the season.""",01:05:00.000175,01:05:15.000977,SPORTS_BROADCASTING,0,0,1370,Y
4496,5,938,2024-04-29 12:36:06.149237,2,"Remember, he's got a lot of action towards the end of the season.",01:05:00.000175,01:05:15.000977,SPORTS_BROADCASTING,0,0,1370,N
4497,5,939,2024-04-29 12:36:06.175260,2,"Luke Musgrave, their second-round pick this year, he was out for five weeks, opened the door for Tucker Kraft and he's taking advantage.",01:05:00.000175,01:05:15.000977,SPORTS_BROADCASTING,0,0,1370,N
4498,5,940,2024-04-29 12:36:06.298416,2," And the Packers have called a timeout, their first of this first half.",01:05:15.000978,01:05:21.000000,SPORTS_BROADCASTING,0,0,1371,N
4499,5,941,2024-04-29 12:36:06.322644,2,"And with that, we'll be right back after this message.",01:05:15.000978,01:05:21.000000,SPORTS_BROADCASTING,0,0,1371,N
4500,5,942,2024-04-29 12:36:06.344261,2,"That's me, Gronk.",01:05:21.000000,01:05:30.000934,COMMERCIAL,2,1,1371,N
4501,5,943,2024-04-29 12:36:06.369242,2,"Last Super Bowl, I missed the FanDuel Kick of Destiny.",01:05:21.000000,01:05:30.000934,COMMERCIAL,2,1,1371,N
4502,5,944,2024-04-29 12:36:06.392642,2,"It's no good, he missed it.",01:05:21.000000,01:05:30.000934,COMMERCIAL,2,1,1371,N
4503,5,945,2024-04-29 12:36:06.419632,2,I don't kick.,01:05:21.000000,01:05:30.000934,COMMERCIAL,2,1,1371,N
4504,5,946,2024-04-29 12:36:06.511835,2, I catch.,01:05:30.000935,01:05:45.000186,COMMERCIAL,2,1,1372,N
4505,5,947,2024-04-29 12:36:06.526404,2,"Because it wasn't enough for me to hold up a phone and say, ""Now our new customers bet $5 and get $150 in bonus bets,"" so I'm going to the land of second chances, Vegas.",01:05:30.000935,01:05:45.000186,COMMERCIAL,2,1,1372,N
4506,5,948,2024-04-29 12:36:06.541400,2,"And this time, you won't miss.",01:05:30.000935,01:05:45.000186,COMMERCIAL,2,1,1372,N
4507,5,949,2024-04-29 12:36:06.632592,2, Get in.,01:05:45.000187,01:05:52.000000,COMMERCIAL,2,1,1373,N
4508,5,950,2024-04-29 12:36:06.648593,2,Bet $5 and get $150 in bonus bets.,01:05:45.000187,01:05:52.000000,COMMERCIAL,2,1,1373,N
4509,5,951,2024-04-29 12:36:06.664593,2,FanDuel Kick of Destiny 2 coming live Super Bowl Sunday.,01:05:52.000000,01:06:00.000176,SPORTS_BROADCASTING,0,0,1373,N
4510,5,952,2024-04-29 12:36:06.687602,2,"So, the Packers used their first timeout, try to talk things over.",01:05:52.000000,01:06:00.000176,SPORTS_BROADCASTING,0,0,1373,N
4511,5,953,2024-04-29 12:36:06.757782,2,"But after that catch through the tight end Tucker Kraft, good for 10 yards and a first down, they get out of the shadow of their own end zone and get a little breathing room here.",01:06:00.000177,01:06:15.000508,SPORTS_BROADCASTING,0,0,1374,Y
4512,5,954,2024-04-29 12:36:06.771782,2,"There's Love, another deep drop.",01:06:00.000177,01:06:15.000508,SPORTS_BROADCASTING,0,0,1374,N
4513,5,955,2024-04-29 12:36:06.827379,2,Just kind of swings one at Doubs who's got another catch and a big gain into Dallas territory and down at the 35.,01:06:15.000509,01:06:30.000438,SPORTS_BROADCASTING,0,0,1375,Y
4514,5,956,2024-04-29 12:36:06.842089,2,"Man, he just flicked his wrist that time for 39 yards and now Parsons appears hurt.",01:06:15.000509,01:06:30.000438,SPORTS_BROADCASTING,0,0,1375,N
4515,5,957,2024-04-29 12:36:06.856088,2,"Yeah, watch Aaron Jones.",01:06:15.000509,01:06:30.000438,SPORTS_BROADCASTING,0,0,1375,N
4516,5,958,2024-04-29 12:36:06.945830,2,"Parsons beat Zach Tom, the right tackle, but watch Aaron Jones.",01:06:30.000439,01:06:45.000922,SPORTS_BROADCASTING,0,0,1376,Y
4517,5,959,2024-04-29 12:36:06.972839,2,"He's there to help his right tackle and without that, Jordan Love is probably on his back.",01:06:30.000439,01:06:45.000922,SPORTS_BROADCASTING,0,0,1376,N
4518,5,960,2024-04-29 12:36:06.997989,2,But look what the extra time does.,01:06:30.000439,01:06:45.000922,SPORTS_BROADCASTING,0,0,1376,N
4519,5,961,2024-04-29 12:36:07.106405,2,"Romeo Doubs, this time, working man coverage against Jourdan Lewis and we call that a sail route.",01:06:45.000923,01:07:00.000137,SPORTS_BROADCASTING,0,0,1377,Y
4520,5,962,2024-04-29 12:36:07.131106,2,You sail kind of an over route and then you stick that inside foot and kind of run a banana to the sideline and Romeo Doubs has had a great start here in the first half.,01:06:45.000923,01:07:00.000137,SPORTS_BROADCASTING,0,0,1377,N
4521,5,963,2024-04-29 12:36:07.156276,2,"Yeah, he's got 102 yards already in this half.",01:06:45.000923,01:07:00.000137,SPORTS_BROADCASTING,0,0,1377,N
4522,5,964,2024-04-29 12:36:07.242111,2,Here is Wilson on the right side but that's not gonna get anything.,01:07:00.000138,01:07:15.000246,SPORTS_BROADCASTING,0,0,1378,Y
4523,5,965,2024-04-29 12:36:07.268893,2,"By the way, Jordan Love is playing great.",01:07:00.000138,01:07:15.000246,SPORTS_BROADCASTING,0,0,1378,N
4524,5,966,2024-04-29 12:36:07.296509,2,"He's 10 of 13, 154 yards.",01:07:00.000138,01:07:15.000246,SPORTS_BROADCASTING,0,0,1378,N
4525,5,967,2024-04-29 12:36:07.320422,2,"It really didn't look like that pass required any effort, he was right on the money.",01:07:00.000138,01:07:15.000246,SPORTS_BROADCASTING,0,0,1378,N
4526,5,968,2024-04-29 12:36:07.340215,2,"Yeah, he picked up right where he's led off.",01:07:00.000138,01:07:15.000246,SPORTS_BROADCASTING,0,0,1378,N
4527,5,969,2024-04-29 12:36:07.365400,2,"I mean, you showed that graphic earlier.",01:07:00.000138,01:07:15.000246,SPORTS_BROADCASTING,0,0,1378,N
4528,5,970,2024-04-29 12:36:07.468488,2," The last eight weeks of the regular season, you can make an argument him, Dak, and Brock Purdy were the three best quarterbacks in the league and in a lot of categories.",01:07:15.000247,01:07:34.000769,SPORTS_BROADCASTING,0,0,1379,N
4529,5,971,2024-04-29 12:36:07.492708,2,Jordan Love is the best.,01:07:15.000247,01:07:34.000769,SPORTS_BROADCASTING,0,0,1379,N
4530,5,972,2024-04-29 12:36:07.513794,2,He's been great here today.,01:07:15.000247,01:07:34.000769,SPORTS_BROADCASTING,0,0,1379,N
4531,5,973,2024-04-29 12:36:07.543388,2,"Fourteen-nothing, Green Bay on the move again.",01:07:15.000247,01:07:34.000769,SPORTS_BROADCASTING,0,0,1379,N
4532,5,974,2024-04-29 12:36:07.635930,2," Fake to Jones, a quick throw near the sideline to Dontayvion Wicks who makes the catch at that time and Wicks is going to pick up a quick five.",01:07:34.000770,01:07:45.000063,SPORTS_BROADCASTING,0,0,1380,N
4533,5,975,2024-04-29 12:36:07.662596,2,Another one of this myriad of Green Bay young receivers.,01:07:34.000770,01:07:45.000063,SPORTS_BROADCASTING,0,0,1380,N
4534,5,976,2024-04-29 12:36:07.747725,2,"They're almost interchangeable, they go in and out like a line change in hockey.",01:07:45.000064,01:08:00.000172,SPORTS_BROADCASTING,0,0,1381,Y
4535,5,977,2024-04-29 12:36:07.835579,2,"Yeah, so now Green Bay is going to try to go hurry up and catch Dallas, try to keep their second down defense on the field, but now the officials are going to hold it and they were able to get Michael Parsons back on the field now in their third down package.",01:08:00.000173,01:08:16.000995,SPORTS_BROADCASTING,0,0,1382,Y
4536,5,978,2024-04-29 12:36:07.929217,2, Third down.,01:08:16.000996,01:08:30.000179,SPORTS_BROADCASTING,0,0,1383,N
4537,5,979,2024-04-29 12:36:07.955652,2,Love.,01:08:16.000996,01:08:30.000179,SPORTS_BROADCASTING,0,0,1383,N
4538,5,980,2024-04-29 12:36:07.976842,2,Far side of the field.,01:08:16.000996,01:08:30.000179,SPORTS_BROADCASTING,0,0,1383,N
4539,5,981,2024-04-29 12:36:08.006833,2,It is Musgrave who gets his toes in and it's good for a first down.,01:08:16.000996,01:08:30.000179,SPORTS_BROADCASTING,0,0,1383,N
4540,5,982,2024-04-29 12:36:08.098125,2,I just don't typically see the Dallas corners play this soft.,01:08:30.000180,01:08:45.000178,SPORTS_BROADCASTING,0,0,1384,Y
4541,5,983,2024-04-29 12:36:08.125904,2,It's just a big cushion because they're mixing in a lot more zone coverage and that's exactly what it was here.,01:08:30.000180,01:08:45.000178,SPORTS_BROADCASTING,0,0,1384,N
4542,5,984,2024-04-29 12:36:08.221098,2,"Daron Bland, the All-Pro corner, five pick-6, his NFL record this season, and just playing real soft on a tight end.",01:08:45.000179,01:09:00.000962,SPORTS_BROADCASTING,0,0,1385,Y
4543,5,985,2024-04-29 12:36:08.241945,2,I think he's got to get up there and dare Musgrave to try to run by him.,01:08:45.000179,01:09:00.000962,SPORTS_BROADCASTING,0,0,1385,N
4544,5,986,2024-04-29 12:36:08.261053,2,There is Jones.,01:08:45.000179,01:09:00.000962,SPORTS_BROADCASTING,0,0,1385,N
4545,5,987,2024-04-29 12:36:08.282608,2,"And Jones, not much there.",01:08:45.000179,01:09:00.000962,SPORTS_BROADCASTING,0,0,1385,N
4546,5,988,2024-04-29 12:36:08.365441,2," Well, a lot of the talk about Jordan Love...of course, reflecting his recent play, right?",01:09:00.000963,01:09:15.000253,SPORTS_BROADCASTING,0,0,1386,N
4547,5,989,2024-04-29 12:36:08.391163,2,"""Jordan Love has gotten better every single game.""",01:09:00.000963,01:09:15.000253,SPORTS_BROADCASTING,0,0,1386,N
4548,5,990,2024-04-29 12:36:08.404945,2,"Patrick Mahomes said that and certainly, he's right.",01:09:00.000963,01:09:15.000253,SPORTS_BROADCASTING,0,0,1386,N
4549,5,991,2024-04-29 12:36:08.418506,2,"""The man has got a great arm,"" Deebo Samuel.",01:09:00.000963,01:09:15.000253,SPORTS_BROADCASTING,0,0,1386,N
4550,5,992,2024-04-29 12:36:08.434056,2,"He's not joking, we've seen it on display here.",01:09:00.000963,01:09:15.000253,SPORTS_BROADCASTING,0,0,1386,N
4551,5,993,2024-04-29 12:36:08.491505,2," Some wild throws, it's just so good.",01:09:15.000254,01:09:31.000516,SPORTS_BROADCASTING,0,0,1387,N
4552,5,994,2024-04-29 12:36:08.509512,2,"""I think he's going to be great for a long time,"" Aaron Rodgers.",01:09:15.000254,01:09:31.000516,SPORTS_BROADCASTING,0,0,1387,N
4553,5,995,2024-04-29 12:36:08.526000,2,"And he's been impressive, and so is this first half by Green Bay.",01:09:15.000254,01:09:31.000516,SPORTS_BROADCASTING,0,0,1387,N
4554,5,996,2024-04-29 12:36:08.546535,2,Second and 7th here.,01:09:15.000254,01:09:31.000516,SPORTS_BROADCASTING,0,0,1387,N
4555,5,997,2024-04-29 12:36:08.605372,2," Jones again, in the middle of that touch, stacked up again.",01:09:31.000517,01:09:45.000015,SPORTS_BROADCASTING,0,0,1388,N
4556,5,998,2024-04-29 12:36:08.664314,2,"Yeah, I see that quote by Aaron Rodgers and I'm not sure any young quarterback, especially this year, let alone maybe the last couple of years had as much pressure.",01:09:45.000016,01:10:00.000428,SPORTS_BROADCASTING,0,0,1389,Y
4557,5,999,2024-04-29 12:36:08.678318,2,"There, see, they're gonna go fast again and catch them in the sub.",01:09:45.000016,01:10:00.000428,SPORTS_BROADCASTING,0,0,1389,N
4558,5,1000,2024-04-29 12:36:08.693306,2,"They call them, say the word.",01:09:45.000016,01:10:00.000428,SPORTS_BROADCASTING,0,0,1389,N
4559,5,1001,2024-04-29 12:36:08.710715,2,"Yeah, they called the timeout.",01:09:45.000016,01:10:00.000428,SPORTS_BROADCASTING,0,0,1389,N
4560,5,1002,2024-04-29 12:36:08.725593,2,Mike McCarthy saw the sub and got caught a little bit in the hockey line change there and Mike McCarthy saw they had too many men on the field and took a timeout.,01:09:45.000016,01:10:00.000428,SPORTS_BROADCASTING,0,0,1389,N
4561,5,1003,2024-04-29 12:36:08.789024,2,Dallas calls the first-half timeout now.,01:10:00.000429,01:10:15.000453,SPORTS_BROADCASTING,0,0,1390,Y
4562,5,1004,2024-04-29 12:36:08.807705,2,"So, Dallas calls a timeout there.",01:10:00.000429,01:10:15.000453,SPORTS_BROADCASTING,0,0,1390,N
4563,5,1005,2024-04-29 12:36:08.825343,2,They need it.,01:10:00.000429,01:10:15.000453,SPORTS_BROADCASTING,0,0,1390,N
4564,5,1006,2024-04-29 12:36:08.839830,2,There's a big 3rd and 7 coming up here.,01:10:00.000429,01:10:15.000453,SPORTS_BROADCASTING,0,0,1390,N
4565,5,1007,2024-04-29 12:36:08.858006,2,I'll tell you that it is a win for fans and a win for football.,01:10:00.000429,01:10:15.000453,SPORTS_BROADCASTING,0,0,1390,N
4566,5,1008,2024-04-29 12:36:08.871914,2,The USFL and the XFL merger is official.,01:10:00.000429,01:10:15.000453,SPORTS_BROADCASTING,0,0,1390,N
4567,5,1009,2024-04-29 12:36:08.944672,2,The United Football League begins playing March 30th.,01:10:15.000454,01:10:30.000308,SPORTS_BROADCASTING,0,0,1391,Y
4568,5,1010,2024-04-29 12:36:08.967671,2,"The USFL champ Birmingham Stallions taking on the XFL champ, Arlington Renegades.",01:10:15.000454,01:10:30.000308,SPORTS_BROADCASTING,0,0,1391,N
4569,5,1011,2024-04-29 12:36:08.992975,2,"United Football League this spring on ABC, ESPN, FOX, and FS1.",01:10:15.000454,01:10:30.000308,SPORTS_BROADCASTING,0,0,1391,N
4570,5,1012,2024-04-29 12:36:09.015028,2,Spring just got stronger.,01:10:15.000454,01:10:30.000308,SPORTS_BROADCASTING,0,0,1391,N
4571,5,1013,2024-04-29 12:36:09.103465,2,Green Bay about to have their 10th play of this drive.,01:10:30.000309,01:10:45.000312,SPORTS_BROADCASTING,0,0,1392,Y
4572,5,1014,2024-04-29 12:36:09.124302,2,Let's look at Mike McCarthy.,01:10:30.000309,01:10:45.000312,SPORTS_BROADCASTING,0,0,1392,N
4573,5,1015,2024-04-29 12:36:09.146296,2,"And watch, they're getting ready.",01:10:30.000309,01:10:45.000312,SPORTS_BROADCASTING,0,0,1392,N
4574,5,1016,2024-04-29 12:36:09.166511,2,"You see Mike McCarthy, he's coming, he sees all these extra guys.",01:10:30.000309,01:10:45.000312,SPORTS_BROADCASTING,0,0,1392,N
4575,5,1017,2024-04-29 12:36:09.191047,2,Perfect.,01:10:30.000309,01:10:45.000312,SPORTS_BROADCASTING,0,0,1392,N
4576,5,1018,2024-04-29 12:36:09.215892,2,He's offside.,01:10:30.000309,01:10:45.000312,SPORTS_BROADCASTING,0,0,1392,N
4577,5,1019,2024-04-29 12:36:09.241285,2,He's in the backfield.,01:10:30.000309,01:10:45.000312,SPORTS_BROADCASTING,0,0,1392,N
4578,5,1020,2024-04-29 12:36:09.267121,2,They got 13 guys on the field.,01:10:30.000309,01:10:45.000312,SPORTS_BROADCASTING,0,0,1392,N
4579,5,1021,2024-04-29 12:36:09.289203,2,Smart timeout.,01:10:30.000309,01:10:45.000312,SPORTS_BROADCASTING,0,0,1392,N
4580,5,1022,2024-04-29 12:36:09.382703,2,"But to finish that thought, I mean, just think the shoes that Jordan Love had to fill, Hall of Fame quarterback after Hall of Fame quarterback in Green Bay and the bull's eye was on his back and he's answered.",01:10:45.000313,01:11:04.000651,SPORTS_BROADCASTING,0,0,1393,Y
4581,5,1023,2024-04-29 12:36:09.407593,2,Third and 7.,01:10:45.000313,01:11:04.000651,SPORTS_BROADCASTING,0,0,1393,N
4582,5,1024,2024-04-29 12:36:09.512702,2, There's Love.,01:11:04.000652,01:11:16.000277,SPORTS_BROADCASTING,0,0,1394,N
4583,5,1025,2024-04-29 12:36:09.541625,2,Pressure.,01:11:04.000652,01:11:16.000277,SPORTS_BROADCASTING,0,0,1394,N
4584,5,1026,2024-04-29 12:36:09.573135,2,"Backfoot throw, and it's on, it is caught for the touchdown.",01:11:04.000652,01:11:16.000277,SPORTS_BROADCASTING,0,0,1394,N
4585,5,1027,2024-04-29 12:36:09.601405,2,Dontayvion Wicks.,01:11:04.000652,01:11:16.000277,SPORTS_BROADCASTING,0,0,1394,N
4586,5,1028,2024-04-29 12:36:09.675175,2," Oh, my goodness.",01:11:16.000278,01:11:30.000968,SPORTS_BROADCASTING,0,0,1395,N
4587,5,1029,2024-04-29 12:36:09.697147,2,"Now, Jerry Jones is looking around that suite for some answers and right now, they don't have any.",01:11:16.000278,01:11:30.000968,SPORTS_BROADCASTING,0,0,1395,N
4588,5,1030,2024-04-29 12:36:09.718123,2,It's zero coverage.,01:11:16.000278,01:11:30.000968,SPORTS_BROADCASTING,0,0,1395,N
4589,5,1031,2024-04-29 12:36:09.741226,2,You see the inside pressure.,01:11:16.000278,01:11:30.000968,SPORTS_BROADCASTING,0,0,1395,N
4590,5,1032,2024-04-29 12:36:09.842126,2, Little nod nine route.,01:11:30.000969,01:11:45.000716,SPORTS_BROADCASTING,0,0,1396,N
4591,5,1033,2024-04-29 12:36:09.874183,2,He just sits Stephon Gilmore down.,01:11:30.000969,01:11:45.000716,SPORTS_BROADCASTING,0,0,1396,N
4592,5,1034,2024-04-29 12:36:09.897103,2,Walker step on his outside foot crossface and it's about as well-thrown ball as you can do and this Dallas crowd is in shock.,01:11:30.000969,01:11:45.000716,SPORTS_BROADCASTING,0,0,1396,N
4593,5,1035,2024-04-29 12:36:09.992966,2,"Extra point up and the extra point...hits the post, it's no good.",01:11:45.000717,01:12:00.000216,SPORTS_BROADCASTING,0,0,1397,Y
4594,5,1036,2024-04-29 12:36:10.016466,2,It's the sixth miss by Carlson on extra point this year.,01:11:45.000717,01:12:00.000216,SPORTS_BROADCASTING,0,0,1397,N
4595,5,1037,2024-04-29 12:36:10.040511,2,But another great throw.,01:11:45.000717,01:12:00.000216,SPORTS_BROADCASTING,0,0,1397,N
4596,5,1038,2024-04-29 12:36:10.062904,2,Wicks had it bobble but hold it in.,01:11:45.000717,01:12:00.000216,SPORTS_BROADCASTING,0,0,1397,N
4597,5,1039,2024-04-29 12:36:10.204146,2,It is 20 to nothing for Green Bay and Coach Lafleur is jumping for joy.,01:12:00.000217,01:12:08.000000,SPORTS_BROADCASTING,0,0,1398,Y
4598,5,1040,2024-04-29 12:36:10.227719,2,"Dad, are you okay?",01:12:08.000000,01:12:15.000244,COMMERCIAL,2,1,1398,N
4599,5,1041,2024-04-29 12:36:10.253066,2,"This old, tired phone can't be traded in.",01:12:08.000000,01:12:15.000244,COMMERCIAL,2,1,1398,N
4600,5,1042,2024-04-29 12:36:10.319095,2, That's a bit dramatic.,01:12:15.000245,01:12:30.000282,COMMERCIAL,2,1,1399,N
4601,5,1043,2024-04-29 12:36:10.333100,2,I've stuck with it forever.,01:12:15.000245,01:12:30.000282,COMMERCIAL,2,1,1399,N
4602,5,1044,2024-04-29 12:36:10.346918,2,A better plan is Verizon.,01:12:15.000245,01:12:30.000282,COMMERCIAL,2,1,1399,N
4603,5,1045,2024-04-29 12:36:10.361826,2,We can all trade in our old phones for new Galaxy S23+ on them.,01:12:15.000245,01:12:30.000282,COMMERCIAL,2,1,1399,N
4604,5,1046,2024-04-29 12:36:10.377928,2,I can trade this in.,01:12:15.000245,01:12:30.000282,COMMERCIAL,2,1,1399,N
4605,5,1047,2024-04-29 12:36:10.392932,2,"Okay, you get it.",01:12:15.000245,01:12:30.000282,COMMERCIAL,2,1,1399,N
4606,5,1048,2024-04-29 12:36:10.407493,2,"Goodbye, old friend.",01:12:15.000245,01:12:30.000282,COMMERCIAL,2,1,1399,N
4607,5,1049,2024-04-29 12:36:10.504739,2,Save the drama and get a new phone on Verizon.,01:12:30.000283,01:12:45.000244,COMMERCIAL,2,1,1400,Y
4608,5,1050,2024-04-29 12:36:10.529999,2,"For a limited time, trade in any Samsung phone in any condition for a new Samsung Galaxy S23+ on us.",01:12:30.000283,01:12:45.000244,COMMERCIAL,2,1,1400,N
4609,5,1051,2024-04-29 12:36:10.551219,2,Only on Verizon.,01:12:30.000283,01:12:45.000244,COMMERCIAL,2,1,1400,N
4610,5,1052,2024-04-29 12:36:10.580669,2,"I don't know, Jake from State Farm.",01:12:30.000283,01:12:45.000244,COMMERCIAL,2,1,1400,N
4611,5,1053,2024-04-29 12:36:10.605223,2,"But just imagine, Mahomes and Maauto.",01:12:30.000283,01:12:45.000244,COMMERCIAL,2,1,1400,N
4612,5,1054,2024-04-29 12:36:10.706826,2,"Best bundle in the league, baby.",01:12:45.000245,01:13:00.000266,COMMERCIAL,2,1,1401,Y
4613,5,1055,2024-04-29 12:36:10.722788,2,"Man, why can't Patrick changed his name?",01:12:45.000245,01:13:00.000266,COMMERCIAL,2,1,1401,N
4614,5,1056,2024-04-29 12:36:10.742576,2,"It could be Kelce and, ""Kelce, how much you can save by bundling home and auto?""",01:12:45.000245,01:13:00.000266,COMMERCIAL,2,1,1401,N
4615,5,1057,2024-04-29 12:36:10.758018,2,Yeah?,01:12:45.000245,01:13:00.000266,COMMERCIAL,2,1,1401,N
4616,5,1058,2024-04-29 12:36:10.778186,2,If you make the letter smaller.,01:12:45.000245,01:13:00.000266,COMMERCIAL,2,1,1401,N
4617,5,1059,2024-04-29 12:36:10.797741,2,Mahomes.,01:12:45.000245,01:13:00.000266,COMMERCIAL,2,1,1401,N
4618,5,1060,2024-04-29 12:36:10.819713,2,Maauto.,01:12:45.000245,01:13:00.000266,COMMERCIAL,2,1,1401,N
4619,5,1061,2024-04-29 12:36:10.834357,2,Let's go.,01:12:45.000245,01:13:00.000266,COMMERCIAL,2,1,1401,N
4620,5,1062,2024-04-29 12:36:10.890201,2," Come on, Maauto.",01:13:00.000267,01:13:16.000757,COMMERCIAL,2,1,1402,N
4621,5,1063,2024-04-29 12:36:10.904789,2,Let's get it.,01:13:00.000267,01:13:16.000757,COMMERCIAL,2,1,1402,N
4622,5,1064,2024-04-29 12:36:10.920296,2,Put your jersey on.,01:13:00.000267,01:13:16.000757,COMMERCIAL,2,1,1402,N
4623,5,1065,2024-04-29 12:36:10.935297,2,"Bundling, just another way to save with the Personal Price Plan.",01:13:00.000267,01:13:16.000757,COMMERCIAL,2,1,1402,N
4624,5,1066,2024-04-29 12:36:10.949574,2,"Like a good neighbor, State Farm is there.",01:13:00.000267,01:13:16.000757,COMMERCIAL,2,1,1402,N
4625,5,1067,2024-04-29 12:36:11.013282,2,"No flex zone, no flex zone They know better, they now better
Won a gold medal
And a gold

Look at you, the force to be reckoned with.",01:13:16.000758,01:13:31.000649,COMMERCIAL,2,1,1403,Y
4626,5,1068,2024-04-29 12:36:11.032730,2,"No, not you, Saquon.",01:13:16.000758,01:13:31.000649,COMMERCIAL,2,1,1403,N
4627,5,1069,2024-04-29 12:36:11.104032,2, Not you either.,01:13:31.000650,01:13:45.000476,COMMERCIAL,2,1,1404,N
4628,5,1070,2024-04-29 12:36:11.128118,2,You.,01:13:31.000650,01:13:45.000476,COMMERCIAL,2,1,1404,N
4629,5,1071,2024-04-29 12:36:11.160105,2,"You have a business bank account with QuickBooks Money, now earning 5% APY.",01:13:31.000650,01:13:45.000476,COMMERCIAL,2,1,1404,N
4630,5,1072,2024-04-29 12:36:11.187328,2,Did he say 5% APY?,01:13:31.000650,01:13:45.000476,COMMERCIAL,2,1,1404,N
4631,5,1073,2024-04-29 12:36:11.214491,2,Five percent APY?,01:13:31.000650,01:13:45.000476,COMMERCIAL,2,1,1404,N
4632,5,1074,2024-04-29 12:36:11.313856,2, That's new.,01:13:45.000477,01:14:00.000253,COMMERCIAL,2,1,1405,N
4633,5,1075,2024-04-29 12:36:11.335742,2,"Yep, QuickBooks makes your money work as hard as you do.",01:13:45.000477,01:14:00.000253,COMMERCIAL,2,1,1405,N
4634,5,1076,2024-04-29 12:36:11.358702,2,That's how you do business differently.,01:13:45.000477,01:14:00.000253,COMMERCIAL,2,1,1405,N
4635,5,1077,2024-04-29 12:36:11.388315,2,Intuit QuickBooks.,01:13:45.000477,01:14:00.000253,COMMERCIAL,2,1,1405,N
4636,5,1078,2024-04-29 12:36:11.419016,2,"I'm John Walsh, host of ""America's Most Wanted.""",01:13:45.000477,01:14:00.000253,COMMERCIAL,2,1,1405,N
4637,5,1079,2024-04-29 12:36:11.443210,2,The man who started it all is back.,01:13:45.000477,01:14:00.000253,COMMERCIAL,2,1,1405,N
4638,5,1080,2024-04-29 12:36:11.541690,2," And this time, I'm bringing in my son, Callahan, to help.",01:14:00.000254,01:14:15.000278,COMMERCIAL,2,1,1406,N
4639,5,1081,2024-04-29 12:36:11.573000,2,"""America's Most Wanted,"" premieres January 22nd on FOX.",01:14:00.000254,01:14:15.000278,COMMERCIAL,2,1,1406,N
